Ref#;Gebouw NL;Gebouw EN;Gebouw ID;Afkorting NL;Afkorting EN;Etage;Vastgoednr;Kamernr;Kamer ID;Ruimtenaam NL;Ruimtenaam EN;Soort studieplek;Email adres gebouw;Email adres onderwijszaal;Breedtegraad;Lengtegraad;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00217;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.03.00.060;B0.060;B0.060;GANG;Corridor;informeel zitje;Building-31@tudelft.nl;;52.002467;4.369293;C;16;2;8;8;8;0;8;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00218;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.03.00.140;B0.140;B0.140;RESTAURANT;Restaurant;horecaplek;Building-31@tudelft.nl;;52.002409;4.369041;C;44;10;4;0;44;0;12;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00219;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.03.00.170;B0.170;B0.170;RESTAURANT;Restaurant;horecaplek;Building-31@tudelft.nl;;52.002426;4.368916;C;36;6;6;0;36;0;12;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00220;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.03.00.270;B0.270;B0.270;RESTAURANT;Restaurant;horecaplek;Building-31@tudelft.nl;;52.002365;4.368696;C;44;14;3;0;44;0;14;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00221;31 - Techniek, Bestuur en Management;31- Technology, Policy, Management;31 - Techniek, Bestuur en Management;TBM;TBM;begane grond;31.05.00.010;D0.010;D0.010;PC ZAAL A;Instruction room;concentratiestudieplek;Building-31@tudelft.nl;;52.002120;4.369109;A;70;70;1;70;0;0;70;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00222;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.100;A-0-100;A-0-100;RESTAURANT - tafels;Restaurant;horecaplek;Building-32@tudelft.nl;;52.001440;4.369694;C;40;10;4;0;40;0;10;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00223;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.100;A-0-100;A-0-100;RESTAURANT - tafels;Restaurant;horecaplek;Building-32@tudelft.nl;;52.001440;4.369694;C;40;10;4;0;40;0;10;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00224;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.100;A-0-100;A-0-100;RESTAURANT - tafels en bank;Restaurant;horecaplek;Building-32@tudelft.nl;;52.001440;4.369694;C;68;20;2;0;34;18;18;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00225;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.100;A-0-100;A-0-100;RESTAURANT - tribune;Restaurant;horecaplek;Building-32@tudelft.nl;;52.001440;4.369694;C;48;0;0;0;0;48;0;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00226;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;33 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.190;A-0-190;A-0-190;HAL;Hall;aanlandstudieplek;Building-32@tudelft.nl;;52.001644;4.369478;B;20;1;20;20;0;0;20;1;rumoerig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00227;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.190;A-0-190;A-0-190;HAL;Hall;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001644;4.369478;B;40;8;5;0;40;0;8;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00228;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.300;A-0-300;A-0-300;HAL;Hall;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001644;4.369478;B;38;10;2;0;18;18;11;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00229;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.600;A-0-600;A-0-600;HAL - tafels bij Waltman;Hall;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001879;4.369848;B;40;5;8;0;40;0;20;1;rumoerig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00230;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;Begane grond;32.01.00.600;A-0-600;A-0-600;HAL - koffiehoek;Hall;horecaplek;Building-32@tudelft.nl;;52.001879;4.369848;C;44;12;4;0;44;0;12;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00231;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.600;A-0-600;A-0-600;HAL - tafels in hal;Hall;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001879;4.369848;B;70;7;10;70;0;0;70;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00232;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.600;A-0-600;A-0-600;HAL - stoelbanken;Hall;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001879;4.369848;B;36;9;4;0;0;36;18;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00233;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.801;A-0-801;A-0-801;HAL;Hall;informeel zitje;Building-32@tudelft.nl;;52.001677;4.369711;C;10;1;2;0;2;8;1;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00234;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.802;A-0-802;A-0-802;GANG;Corridor;informeel zitje;Building-32@tudelft.nl;;52.001677;4.369711;C;10;2;5;0;6;4;3;1;rustig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00235;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.01.00.808;A-0-808;A-0-808;HAL - langs het raam;Hall;informeel zitje;Building-32@tudelft.nl;;52.001677;4.369711;C;10;4;4;0;10;0;3;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00236;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;tussenverdieping bg;32.01.01.110;A-1-110;A-1-110;ENTRESOL - werkplekken midden;Hall - Entresol;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001440;4.369694;B;84;13;6;0;84;0;36;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00237;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;tussenverdieping bg;32.01.01.190;A-1-190;A-1-190;ENTRESOL - werkplekken midden;Hall - Entresol;aanlandstudieplek / groepswerkplek;Building-32@tudelft.nl;;52.001440;4.369694;B;48;8;6;0;48;0;18;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00238;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;tussenverdieping bg;32.01.01.190;A-1-190;A-1-190;ENTRESOL - werkplekken langs rand;Hall - Entresol;aanlandstudieplek;Building-32@tudelft.nl;;52.001440;4.369694;B;45;2;20;45;0;0;45;1;rumoerig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00239;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.01.01.801;A-1-801;A-1-801;GANG - rand centrale hal;Corridor;aanlandstudieplek;Building-32@tudelft.nl;;52.001429;4.369398;B;16;1;16;16;0;0;16;1;rumoerig;nee;nee;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00240;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.01.01.801;A-1-801;A-1-801;GANG;Corridor;aanlandstudieplek;Building-32@tudelft.nl;;52.001429;4.369398;B;24;2;12;24;0;0;24;1;rumoerig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00241;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;kelder;32.01.K1.804;A-K-804;A-K-804;GANG - tafels zijkant;Corridor;aanlandstudieplek;Building-32@tudelft.nl;;52.001440;4.369694;B;12;2;6;0;12;0;8;1;rumoerig;nee;nee;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00242;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.02.01.280;B-1-280;B-1-280;PC ZAAL ZEBRA 1;Instruction room Zebra;onderwijsruimte;Building-32@tudelft.nl;;52.002004;4.369926;A;45;45;1;45;0;0;45;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00243;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.02.01.280;B-1-280;B-1-280;PC ZAAL ZEBRA 1 - raamkant;Instruction room Zebra;onderwijsruimte;Building-32@tudelft.nl;;52.002004;4.369926;B;6;2;3;6;0;0;6;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00244;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.02.01.360;B-1-360;B-1-360;PC ZAAL ZEBRA 2;Instruction room Zebra;onderwijsruimte;Building-32@tudelft.nl;;52.002004;4.369926;A;28;28;1;28;0;0;28;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00245;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.02.01.360;B-1-360;B-1-360;PC ZAAL ZEBRA 2 - raamkant;Instruction room Zebra;onderwijsruimte;Building-32@tudelft.nl;;52.002004;4.369926;B;8;8;1;0;0;0;8;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00246;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.02.01.380;B-1-380;B-1-380;PC ZAAL ZEBRA 3;Instruction room Zebra;onderwijsruimte;Building-32@tudelft.nl;;52.002004;4.369926;A;26;26;1;26;0;0;26;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00247;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;1e verdieping;32.02.01.380;B-1-380;B-1-380;PC ZAAL ZEBRA 3 - raamkant;Instruction room Zebra;onderwijsruimte;Building-32@tudelft.nl;;52.002004;4.369926;B;9;9;1;0;0;0;9;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;>25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00248;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;kelder;32.03.K1.010;C-K-010;C-K-010;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-32@tudelft.nl;;52.001696;4.368919;A;24;3;8;24;0;0;24;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;>25m;>25m;>25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00249;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.04.00.040;D-0-040;D-0-040;PC ZAAL ENTER;Instruction room;onderwijsruimte;Building-32@tudelft.nl;Room-32.D-0-040@tudelft.nl;52.001200;4.369870;A;76;19;4;76;0;0;76;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00250;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.04.00.120;D-0-120;D-0-120;PC ZAAL CTRL;Instruction room;onderwijsruimte;Building-32@tudelft.nl;Room-32.D-0-120@tudelft.nl;52.001200;4.369870;A;76;19;4;76;0;0;76;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00251;32 - Industrieel Ontwerpen;32 - Industrial Design Engineering;32 - Industrieel Ontwerpen;IO;IDE;begane grond;32.04.00.160;D-0-160;D-0-160;PC ZAAL SHIFT;Instruction room;onderwijsruimte;Building-32@tudelft.nl;Room-32.D-0-160@tudelft.nl;52.001200;4.369870;A;76;19;4;76;0;0;76;2;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00252;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.070;1.070;1.070;GROEPSRUIMTE;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00253;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.081;1.081;1.081;GROEPSRUIMTE;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00254;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.082;1.082;1.082;GROEPSRUIMTE;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00255;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.090;1.090;1.090;GROEPSRUIMTE;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00256;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.100;1.100;1.100;GROEPSRUIMTE;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00257;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.110;1.110;1.110;GROEPSRUIMTE;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00258;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.120;1.120;1.120;GROEPSRUIMTE;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00259;35 - Drebbelweg;35 - Education Building 35;35 - Drebbelweg;DW;DW;1e verdieping;35.00.01.130;1.130;1.130;GROEPSRUIMTE;Group room;onderwijsruimte;Building-35@tudelft.nl;;51.999100;4.371846;B;6;1;6;1;0;0;4;2;rustig;ja;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
