Ref#;Gebouw NL;Gebouw EN;Gebouw ID;Afkorting NL;Afkorting EN;Etage;Vastgoednr;Kamernr;Kamer ID;Ruimtenaam NL;Ruimtenaam EN;Soort studieplek;Email adres gebouw;Email adres onderwijszaal;Breedtegraad;Lengtegraad;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep
SSP00335;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.01.01.020;A 102;A 102;STUDY ROOM/AREA;Study Spot;aanlandstudieplek / groepswerkplek;Building-22@tudelft.nl;;52.001637;4.373938;B;46;23;2;0;0;46;23;1;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00336;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;1e verdieping;22.01.01.020;A 102;A 102;STUDY ROOM/AREA;Study Spot;aanlandstudieplek / groepswerkplek;Building-22@tudelft.nl;;52.001637;4.373938;B;24;4;6;12;12;0;8;1;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00337;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;3e verdieping;22.00.03.040;F 304;F 304;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-22@tudelft.nl;;52.001374;4.373798;A;48;6;8;32;16;0;24;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;ja;nee;nee;>25m;0-25m;0-25m;nee
SSP00338;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;3e verdieping;22.00.03.040;F 304;F 304;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-22@tudelft.nl;;52.001374;4.373798;A;9;6;1;7;2;0;6;1;stil;nee;nee;ja (>/= 1 pp);nee;nee;ja;nee;nee;>25m;0-25m;0-25m;nee
SSP00339;22 - Technische Natuurkunde;22 - Applied Physics;22 - Technische Natuurkunde;TNW;AS;3e verdieping;22.00.03.050;F 305;F 305;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-22@tudelft.nl;;52.001374;4.373798;A;32;4;8;22;10;0;16;1;stil;nee;ja;ja (>/= 1 pp);ja;ja;ja;nee;nee;>25m;0-25m;0-25m;nee
SSP00340;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;begane grond;62.00.00.802;0.802;0.802;GANG;Corridor;informeel zitje;Building-66@tudelft.nl;Room-66.1.350@tudelft.nl;51.990620;4.377527;C;16;3;6;0;10;6;8;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00341;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;begane grond;62.00.00.802;0.802;0.802;GANG;Corridor;informeel zitje;Building-66@tudelft.nl;;51.990620;4.377527;C;10;0;0;0;0;10;0;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00342;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;1e verdieping;62.00.01.802;0.802;0.802;GANG;Corridor;informeel zitje;Building-66@tudelft.nl;;51.990620;4.377527;C;9;3;3;9;0;0;6;1;rumoerig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00343;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;1e verdieping;62.00.01.380;INSTR;INSTR;INSTRUCTION ROOM 1;Instruction room;onderwijsruimte;Building-66@tudelft.nl;Room-66.1.380@tudelft.nl;51.990803;4.377327;A;21;7;3;21;0;0;14;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00344;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;1e verdieping;62.00.01.440;INSTR;INSTR;INSTRUCTION ROOM 2;Instruction room;onderwijsruimte;Building-66@tudelft.nl;Room-66.1.440@tudelft.nl;51.990929;4.377247;A;21;7;3;21;0;0;14;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00345;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;1e verdieping;62.00.01.500;1.18;1.18;INSTRUCTION ROOM 3;Instruction room;onderwijsruimte;Building-66@tudelft.nl;Room-66.1.500@tudelft.nl;51.990929;4.377247;A;21;7;3;21;0;0;14;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00346;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;1e verdieping;62.00.01.140;INSTR;INSTR;INSTRUCTION ROOM 4;Instruction room;onderwijsruimte;Building-66@tudelft.nl;Room-66.1.560@tudelft.nl;51.991043;4.377179;A;21;7;3;21;0;0;14;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00347;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;1e verdieping;62.00.01.450;1.17;1.17;INSTRUCTION ROOM 5;Instruction room;onderwijsruimte;Building-66@tudelft.nl;Room-66.1.450@tudelft.nl;51.990959;4.377370;A;48;16;3;48;0;0;32;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00348;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;1e verdieping;62.00.01.610;1.25;1.25;INSTRUCTION ROOM 6;Instruction room;onderwijsruimte;Building-66@tudelft.nl;Room-66.1.610@tudelft.nl;51.991088;4.377356;A;51;17;3;51;0;0;34;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00349;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;2e verdieping;62.00.02.450;2.24;2.24;INSTRUCTION ROOM 7;Instruction room;onderwijsruimte;Building-66@tudelft.nl;Room-66.2.450@tudelft.nl;51.990959;4.377370;A;42;14;3;42;0;0;28;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00350;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;2e verdieping;62.00.02.610;INSTR;INSTR;INSTRUCTION ROOM 8;Instruction room;onderwijsruimte;Building-66@tudelft.nl;Room-66.2.610@tudelft.nl;51.991088;4.377356;B;48;16;3;48;0;0;32;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00351;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;begane grond;62.00.00.350;0.13;0.13;PROJECT ROOM 1;Project room;onderwijsruimte;Building-66@tudelft.nl;Room-66.0.350@tudelft.nl;51.990846;4.377510;B;100;10;10;100;0;0;60;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00352;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;2e verdieping;62.00.02.400;2.21;2.21;PROJECT ROOM 10;Project room;onderwijsruimte;Building-66@tudelft.nl;Room-66.2.400@tudelft.nl;51.990803;4.377327;A;20;2;10;20;0;0;12;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00353;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;begane grond;62.00.00.400;0.15;0.15;PROJECT ROOM 2;Project room;onderwijsruimte;Building-66@tudelft.nl;Room-66.0.400@tudelft.nl;51.990803;4.377327;B;50;5;10;50;0;0;30;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00354;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;begane grond;62.00.00.450;0.17;0.17;PROJECT ROOM 3;Project room;onderwijsruimte;Building-66@tudelft.nl;Room-66.0.450@tudelft.nl;51.990959;4.377370;B;40;4;10;40;0;0;24;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00355;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;begane grond;62.00.00.540;0.18;0.18;PROJECT ROOM 4;Project room;onderwijsruimte;Building-66@tudelft.nl;Room-66.0.540@tudelft.nl;51.991043;4.377179;B;50;5;10;50;0;0;30;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00356;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;begane grond;62.00.00.610;0.25;0.25;PROJECT ROOM 5;Project room;onderwijsruimte;Building-66@tudelft.nl;Room-66.0.610@tudelft.nl;51.991088;4.377356;B;50;5;10;50;0;0;30;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;>25m;0-25m;0-25m;nee
SSP00357;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;1e verdieping;62.00.01.350;1.16;1.16;PROJECT ROOM 6;Project room;onderwijsruimte;Building-66@tudelft.nl;Room-66.1.350@tudelft.nl;51.990846;4.377510;B;100;10;10;100;0;0;60;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00358;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;2e verdieping;62.00.02.230;2.11;2.11;PROJECT ROOM 7;Project room;onderwijsruimte;Building-66@tudelft.nl;Room-66.2.230@tudelft.nl;51.990643;4.377607;A;30;3;10;30;0;0;18;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00359;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;2e verdieping;62.00.02.610;2.16;2.16;PROJECT ROOM 8;Project room;onderwijsruimte;Building-66@tudelft.nl;Room-66.2.220@tudelft.nl;51.990606;4.377447;A;30;3;10;30;0;0;18;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00360;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;2e verdieping;62.00.02.540;2.25;2.25;PROJECT ROOM 9;Project room;onderwijsruimte;Building-66@tudelft.nl;Room-66.2.540@tudelft.nl;51.991043;4.377179;A;50;5;10;50;0;0;30;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00361;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;begane grond;62.00.00.020;0.02;0.02;RESTAURANT;Restaurant;horecaplek;Building-66@tudelft.nl;;51.990465;4.377630;C;62;13;5;0;62;2;20;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00362;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;begane grond;62.00.00.020;0.02;0.02;RESTAURANT;Restaurant;horecaplek;Building-66@tudelft.nl;;51.990465;4.377630;C;12;6;0;0;0;12;6;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00363;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;Fellow;Fellow;1e verdieping;62.00.01.140;1.14;1.14;RESTAURANT;Restaurant;horecaplek;Building-66@tudelft.nl;;51.990465;4.377630;C;75;19;6;0;57;18;30;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00364;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.02.02.100;B2.100;B2.100;LECTURE ROOM;Instruction room;onderwijsruimte;Building-58@tudelft.nl;Room-58.B2.100@tudelft.nl;51.990222;4.379832;B;56;28;2;0;28;0;28;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00365;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.02.02.160;B2.160;B2.160;LECTURE ROOM;Instruction room;onderwijsruimte;Building-58@tudelft.nl;Room-58.B2.160@tudelft.nl;51.990222;4.379832;B;76;35;2;0;70;0;35;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00366;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.03.01.110;C1.110;C1.110;LECTURE ROOM;Instruction room;onderwijsruimte;Building-58@tudelft.nl;Room-58.C1.110@tudelft.nl;51.989735;4.380105;B;24;12;2;0;24;0;12;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00367;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.03.01.150;C1.150;C1.150;LECTURE ROOM;Instruction room;onderwijsruimte;Building-58@tudelft.nl;Room-58.C1.150@tudelft.nl;51.989735;4.380105;B;24;12;2;0;24;0;12;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00368;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.03.01.190;C1.190;C1.190;LECTURE ROOM;Instruction room;onderwijsruimte;Building-58@tudelft.nl;Room-58.C1.190@tudelft.nl;51.989735;4.380105;B;56;15;2;0;30;0;15;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00369;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.090;A1.090;A1.090;LECTURE ROOM;Instruction room;onderwijsruimte;Building-58@tudelft.nl;Room-58.A1.090@tudelft.nl;51.989831;4.379745;B;70;42;3.1;0;70;1;28;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00370;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.150;A1.150;A1.150;LECTURE ROOM;Instruction room;onderwijsruimte;Building-58@tudelft.nl;Room-58.A1.150@tudelft.nl;51.989865;4.379947;B;75;45;3.1;0;75;1;30;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00371;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.01.02.110;A2.110;A2.110;LECTURE ROOM;Instruction room;onderwijsruimte;Building-58@tudelft.nl;Room-58.A2.110@tudelft.nl;51.990020;4.379634;B;75;45;3.1;0;75;1;30;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00372;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.01.02.050;A2.050;A2.050;LECTURE ROOM;Instruction room;onderwijsruimte;Building-58@tudelft.nl;Room-58.A2.050@tudelft.nl;51.990067;4.379789;B;75;45;3.1;0;75;1;30;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00373;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.010;A1.010;A1.010;RESTAURANT;Restaurant;horecaplek;Building-58@tudelft.nl;;51.989932;4.379586;C;36;18;2;0;36;0;18;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00374;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;begane grond;58.01.00.080;A0.080;A0.080;STUDIERUIMTE;Study Spot;concentratiestudieplek;Building-58@tudelft.nl;;51.990018;4.379951;A;42;3;12;0;42;6;30;1;stil;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00375;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.02.02.150;B2.150;B2.150;STUDIERUIMTE;Study Spot;aanlandstudieplek / groepswerkplek;Building-58@tudelft.nl;;51.990122;4.380031;B;4;1;4;0;4;0;1;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00376;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.803;A1.803;A1.803;STUDY ROOM/AREA;Corridor;informeel zitje;Building-58@tudelft.nl;;51.990018;4.379951;C;16;4;4;0;16;0;4;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00377;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.804;A1.804;A1.804;STUDY ROOM/AREA;Corridor;aanlandstudieplek / groepswerkplek;Building-58@tudelft.nl;;51.989831;4.379745;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00378;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.805;A1.805;A1.805;STUDY ROOM/AREA;Corridor;aanlandstudieplek / groepswerkplek;Building-58@tudelft.nl;;51.989865;4.379947;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00379;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.806;A1.806;A1.806;STUDY ROOM/AREA;Corridor;aanlandstudieplek / groepswerkplek;Building-58@tudelft.nl;;51.990067;4.379789;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00380;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.807;A1.807;A1.807;STUDY ROOM/AREA;Corridor;aanlandstudieplek / groepswerkplek;Building-58@tudelft.nl;;51.990020;4.379634;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00381;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.01.02.803;A2.803;A2.803;STUDY ROOM/AREA;Study Spot;aanlandstudieplek;Building-58@tudelft.nl;;51.989932;4.379586;B;10;1;10;0;10;0;8;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00382;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.01.02.804;A2.804;A2.804;STUDY ROOM/AREA;Corridor;aanlandstudieplek / groepswerkplek;Building-58@tudelft.nl;;51.989831;4.379745;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00383;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.01.02.805;A2.805;A2.805;STUDY ROOM/AREA;Corridor;aanlandstudieplek / groepswerkplek;Building-58@tudelft.nl;;51.989865;4.379947;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00384;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.01.02.806;A2.806;A2.806;STUDY ROOM/AREA;Corridor;aanlandstudieplek / groepswerkplek;Building-58@tudelft.nl;;51.990020;4.379634;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00385;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.01.02.807;A2.807;A2.807;STUDY ROOM/AREA;Corridor;aanlandstudieplek / groepswerkplek;Building-58@tudelft.nl;;51.990067;4.379789;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00386;58 - TNW;58 - Applied Sciences;58 - TNW;TNW Zuid;AS South;3e verdieping;58.01.03.010;A3.010;A3.010;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-58@tudelft.nl;;51.990018;4.379951;A;36;4;9;0;36;0;24;1;stil;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee
SSP00387;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI-28;EEMCS-28;1e verdieping;28.00.01.801;801;801;GANG;Corridor;informeel zitje;Building-28@tudelft.nl;;51.998980;4.378070;C;10;0;0;0;0;10;0;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00388;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI-28;EEMCS-28;2e verdieping;28.00.02.801;801;801;GANG;Study Spot;aanlandstudieplek;Building-28@tudelft.nl;;51.998980;4.378070;B;12;12;1;12;0;0;12;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00389;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI-28;EEMCS-28;begane grond;28.00.00.580;580;580;KANTOOR - KAMER;Study Spot;concentratiestudieplek;Building-28@tudelft.nl;;51.998811;4.377963;A;16;16;1;16;0;0;16;1;stil;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00390;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI-28;EEMCS-28;begane grond;28.00.00.140;140;140;ONTMOETINGSRUIMTE;Corridor;aanlandstudieplek / groepswerkplek;Building-28@tudelft.nl;;51.999097;4.377981;B;16;2;8;0;16;0;8;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00391;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI-28;EEMCS-28;begane grond;28.00.00.140;140;140;ONTMOETINGSRUIMTE;Corridor;informeel zitje;Building-28@tudelft.nl;;51.999097;4.377981;C;8;0;0;0;0;8;0;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00392;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI-28;EEMCS-28;begane grond;28.00.00.801;801;801;ONTMOETINGSRUIMTE;Restaurant;horecaplek;Building-28@tudelft.nl;;51.998906;4.377918;C;50;16;3;0;46;4;16;1;rumoerig;nee;nee;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00393;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI-28;EEMCS-28;begane grond;28.00.00.460;460;460;STUDY ROOM/AREA;Study Spot;aanlandstudieplek;Building-28@tudelft.nl;;51.998844;4.378160;B;20;16;1;16;0;4;16;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00394;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI-28;EEMCS-28;2e verdieping;28.00.02.460;460;460;STUDY ROOM/AREA;Corridor;informeel zitje;Building-28@tudelft.nl;;51.998860;4.378192;C;10;0;0;0;0;10;0;1;rustig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00395;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI-28;EEMCS-28;2e verdieping;28.00.02.460;460;460;STUDY ROOM/AREA;Study Spot;aanlandstudieplek;Building-28@tudelft.nl;;51.998860;4.378192;B;16;16;1;16;0;0;16;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00396;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI-28;EEMCS-28;4e verdieping;28.00.04.460;460;460;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-28@tudelft.nl;;51.998860;4.378192;A;12;12;1;12;0;0;12;1;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00397;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI-28;EEMCS-28;5e verdieping;28.00.05.460;460;460;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-28@tudelft.nl;;51.998860;4.378192;A;12;12;1;12;0;0;12;1;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;>25m;0-25m;nee
SSP00398;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI-28;EEMCS-28;6e verdieping;28.00.06.960;960;960;STUDY ROOM/AREA;Study Spot;concentratiestudieplek;Building-28@tudelft.nl;;51.999097;4.377981;A;6;6;1;6;0;0;6;1;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;>25m;0-25m;nee
