Ref#;Gebouw NL;Gebouw EN;Gebouw ID;Afkorting NL;Afkorting EN;Etage;Vastgoednr;Kamernr;Kamer ID;Ruimtenaam;Soort studieplek;Email adres;Breedtegraad;Lengtegraad;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00336;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;1e verdieping;450;1.17;1.17;INSTRUCTIERUIMTE 5;onderwijsruimte;Room-66.1.450@tudelft.nl;;;A;48;16;3;48;0;0;32;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00337;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;1e verdieping;500;1.18;1.18;INSTRUCTIERUIMTE 3;onderwijsruimte;Room-66.1.500@tudelft.nl;;;A;21;7;3;21;0;0;14;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00338;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;1e verdieping;560;;;INSTRUCTIERUIMTE 4;onderwijsruimte;Room-66.1.560@tudelft.nl;;;A;21;7;3;21;0;0;14;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00339;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;1e verdieping;610;1.25;1.25;INSTRUCTIERUIMTE 6;onderwijsruimte;Room-66.1.610@tudelft.nl;;;A;51;17;3;51;0;0;34;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00340;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;2e verdieping;230;2.11;2.11;PROJECTRUIMTE 7;onderwijsruimte;Room-66.2.230@tudelft.nl;;;A;30;3;10;30;0;0;18;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00341;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;2e verdieping;220;2.16;2.16;PROJECTRUIMTE 8;onderwijsruimte;Room-66.2.220@tudelft.nl;;;A;30;3;10;30;0;0;18;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00342;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;2e verdieping;400;2.21;2.21;PROJECTRUIMTE 10;onderwijsruimte;Room-66.2.400@tudelft.nl;;;A;20;2;10;20;0;0;12;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00343;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;2e verdieping;450;2.24;2.24;INSTRUCTIERUIMTE 7;onderwijsruimte;Room-66.2.450@tudelft.nl;;;A;42;14;3;42;0;0;28;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00344;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;2e verdieping;540;2.25;2.25;PROJECTRUIMTE 9;onderwijsruimte;Room-66.2.540@tudelft.nl;;;A;50;5;10;50;0;0;30;2;stil;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00345;66 - The Fellowship;66 - The Fellowship;66 - The Fellowship;The Fellowship;The Fellowship;2e verdieping;610;;;INSTRUCTIERUIMTE 8;onderwijsruimte;Room-66.2.610@tudelft.nl;;;B;48;16;3;48;0;0;32;2;stil;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00346;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;begane grond;58.01.00.080;A0.080;A0.080;STUDIERUIMTE;concentratiewerkplek;;;;A;42;3;12;0;42;6;30;1;stil;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00347;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.010;A1.010;A1.010;RESTAURANT;horecaplek;;;;C;36;18;2;0;36;0;18;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00348;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.803;A1.803;A1.803;GANG;informeel zitje;;;;C;16;4;4;0;16;0;4;1;rumoerig;nee;nee;nee;nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00349;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.804;A1.804;A1.804;GANG;aanlandstudieplek / groepswerkplek;;;;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00350;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.805;A1.805;A1.805;GANG;aanlandstudieplek / groepswerkplek;;;;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00351;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.806;A1.806;A1.806;GANG;aanlandstudieplek / groepswerkplek;;;;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00352;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.01.01.807;A1.807;A1.807;GANG;aanlandstudieplek / groepswerkplek;;;;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00353;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.01.02.803;A2.803;A2.803;STUDIERUIMTE;aanlandplek;;;;B;10;1;10;0;10;0;8;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00354;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.01.02.804;A2.804;A2.804;GANG;aanlandstudieplek / groepswerkplek;;;;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00355;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.01.02.805;A2.805;A2.805;GANG;aanlandstudieplek / groepswerkplek;;;;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00356;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.01.02.806;A2.806;A2.806;GANG;aanlandstudieplek / groepswerkplek;;;;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00357;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.01.02.807;A2.807;A2.807;GANG;aanlandstudieplek / groepswerkplek;;;;B;12;3;0;0;0;12;3;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00358;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;3e verdieping;58.01.03.010;A3.010;A3.010;STUDIERUIMTE;concentratiewerkplek;;;;A;36;4;9;0;36;0;24;1;stil;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00359;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.02.02.100;B2.100;B2.100;INSTRUCTIEZAAL;onderwijsruimte;Room-58.B2.100@tudelft.nl;;;B;56;28;2;0;28;0;28;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00360;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;58.02.02.160;B2.160;B2.160;INSTRUCTIEZAAL;onderwijsruimte;Room-58.B2.160@tudelft.nl;;;B;76;35;2;0;70;0;35;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00361;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.03.01.110;C1.110;C1.110;PROJECTRUIMTE;onderwijsruimte;Room-58.C1.110@tudelft.nl;;;B;24;12;2;0;24;0;12;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00362;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.03.01.150;C1.150;C1.150;PROJECTRUIMTE;onderwijsruimte;Room-58.C1.150@tudelft.nl;;;B;24;12;2;0;24;0;12;2;rustig;nee;ja;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00363;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;58.03.01.190;C1.190;C1.190;INSTRUCTIEZAAL;onderwijsruimte;Room-58.C1.190@tudelft.nl;;;B;56;15;2;0;30;0;15;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00364;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;?;A1.090;A1.090;INSTRUCTIEZAAL;onderwijsruimte;Room-58.A1.090@tudelft.nl;;;B;70;42;3,1;0;70;1;28;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00365;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;?;A1.150;A1.150;INSTRUCTIEZAAL;onderwijsruimte;Room-58.A1.150@tudelft.nl;;;B;75;45;3,1;0;75;1;30;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00366;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;1e verdieping;?;B2.150;B2.150;Studieruimte;aanlandstudieplek / groepswerkplek;;;;B;4;1;4;0;4;0;1;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00367;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;?;A2.110;A2.110;INSTRUCTIEZAAL;onderwijsruimte;Room-58.A2.110@tudelft.nl;;;B;75;45;3,1;0;75;1;30;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00368;58 - TNW;66 - Applied Sciences;58 - TNW;TNW Zuid;AS South;2e verdieping;?;A2.050;A2.050;INSTRUCTIEZAAL;onderwijsruimte;Room-58.A2.050@tudelft.nl;;;B;75;45;3,1;0;75;1;30;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00369;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI;EEMCS;begane grond;;140;140;GANG;aanlandstudieplek / groepswerkplek;;;;B;16;2;8;0;16;0;8;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00370;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI;EEMCS;begane grond;;140;140;GANG;informeel zitje;;;;C;8;0;0;0;0;8;0;1;rumoerig;nee;ja;nee;nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00371;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI;EEMCS;begane grond;;460;460;STUDIERUIMTE;aanlandplek;;;;B;20;16;1;16;0;4;16;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00372;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI;EEMCS;begane grond;;801;801;RESTAURANT;horecaplek;;;;C;50;16;3;0;46;4;16;1;rumoerig;nee;nee;ja (<1 pp);ja;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00373;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI;EEMCS;begane grond;;580/804;580/804;STUDIERUIMTE;concentratiewerkplek;;;;A;16;16;1;16;0;0;16;1;stil;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00374;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI;EEMCS;1e verdieping;;801;801;GANG;informeel zitje;;;;C;10;0;0;0;0;10;0;1;rumoerig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00375;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI;EEMCS;2e verdieping;;801;801;STUDIERUIMTE;aanlandplek;;;;B;12;12;1;12;0;0;12;1;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00376;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI;EEMCS;2e verdieping;;460;460;GANG;informeel zitje;;;;C;10;0;0;0;0;10;0;1;rustig;nee;nee;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00377;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI;EEMCS;2e verdieping;;460;460;STUDIERUIMTE;aanlandplek;;;;B;16;16;1;16;0;0;16;1;rustig;nee;nee;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00378;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI;EEMCS;4e verdieping;;460;460;STUDIERUIMTE;concentratiewerkplek;;;;A;12;12;1;12;0;0;12;1;rustig;nee;nee;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00379;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI;EEMCS;5e verdieping;;460;460;STUDIERUIMTE;concentratiewerkplek;;;;A;12;12;1;12;0;0;12;1;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00380;28 - Wiskunde & Informatica;28 - Mathematics & Computer Science;28 - Wiskunde & Informatica;EWI;EEMCS;6e verdieping;;960;960;STUDIERUIMTE;concentratiewerkplek;;;;A;6;6;1;6;0;0;6;1;rustig;nee;ja;ja (>/= 1 pp);ja;ja;nee;nee;nee;0-25m;>25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00381;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;begane grond;;;;HORECA;horecaplek;;;;C;186;;;0;186;;;1;rumoerig;nee;ja;ja (<1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00382;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;begane grond;;;;centrale hal;aanlandstudieplek / groepswerkplek;;;;B;50;;;0;50;0;;1;rumoerig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00383;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;begane grond;;;;HALL 1;onderwijsruimte;Room-33.A0.300@tudelft.nl;;;B;126;63;2;0;126;0;63;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSP00384;33 - PULSE;33 - PULSE;33 - PULSE;PULSE;PULSE;begane grond;;;;HALL 2;onderwijsruimte;Room-33.A0.500@tudelft.nl;;;B;104;52;2;104;0;0;52;2;rustig;nee;ja;ja (>/= 1 pp);nee;nee;nee;nee;nee;0-25m;0-25m;0-25m;nee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
